phrase_norm,phrase,lang,count,source,source_phrase
ја ћу направити нову кућу.,Ја ћу направити нову кућу.,sr,13,translated:en,i m going to make a new house
ја ћу направити нову.,Ја ћу направити нову.,sr,13,translated:en,i m going to make a new one
ја ћу узети фотографију,Ја ћу узети фотографију,sr,13,translated:en,i m going to take a picture of the
покушаћу да га добијам.,Покушаћу да га добијам.,sr,13,translated:en,i m going to try to get it
нисам чудовиште.,Нисам чудовиште.,sr,13,translated:en,i m not a monster
не знам да ли ћу добити снимку главе.,Не знам да ли ћу добити снимку главе.,sr,13,translated:en,i m not sure if i can get the headshot
не знам да ли ћу добити меч.,Не знам да ли ћу добити меч.,sr,13,translated:en,i m not sure if i can get the sword
не знам шта да радим.,Не знам шта да радим.,sr,13,translated:en,i m not sure what to do
"о, хеј.","О, хеј.",sr,13,translated:en,oh hey
да да,да да,sr,13,translated:en,ta da
танја кушман рецензент,Танја Кушман рецензент,sr,13,translated:en,tanya cushman reviewer
то је добро.,То је добро.,sr,13,translated:en,that s good
град је град,град је град,sr,13,translated:en,the city is a city of
град лондон,град Лондон,sr,13,translated:en,the city of london
град сан франциско,град Сан Франциско,sr,13,translated:en,the city of san francisco
први шеф је веома важан шеф. то је веома важан шеф.,Први шеф је веома важан шеф. То је веома важан шеф.,sr,13,translated:en,the first boss is a very important boss it s a very important boss
"прва фаза је мало тежа, али није тако лоше.","Прва фаза је мало тежа, али није тако лоше.",sr,13,translated:en,the first stage is a bit more difficult but it s not too bad
"ох, ох.","Ох, ох.",sr,13,translated:en,uh oh
hatur nuhun,hatur nuhun,su,31353,translated:en,thank you
hatur nuhun keur ningali,hatur nuhun keur ningali,su,25053,translated:en,thanks for watching
hatur nuhun keur ningali,hatur nuhun keur ningali,su,6264,translated:en,thank you for watching
kuring teu yakin naon anu kuring lakukeun di dieu,Kuring teu yakin naon anu kuring lakukeun di dieu,su,1317,translated:en,i m not sure what i m doing here
subtitles by komunitas amara org,subtitles by komunitas amara org,su,1122,translated:en,subtitles by the amara org community
abdi sorry,Abdi sorry,su,940,translated:en,i m sorry
oh allah abdi,Oh Allah abdi,su,837,translated:en,oh my god
jadilah,jadilah,su,402,translated:en,all right
kuring teu nyaho,Kuring teu nyaho,su,311,translated:en,i don t know
oh bajingan,Oh bajingan,su,237,translated:en,oh shit
kuring teu yakin lamun kuring bisa ngalakukeun ieu,Kuring teu yakin lamun kuring bisa ngalakukeun ieu,su,227,translated:en,i m not sure if i can do this
jalan gerrard,jalan gerrard,su,203,translated:en,gerrard street
kuring teu yakin lamun kuring kudu ngalakukeun ieu tapi,Kuring teu yakin lamun kuring kudu ngalakukeun ieu tapi,su,199,translated:en,i m not sure if i should be doing this but
kuring teu yakin naon anu kudu dipigawé jeung ieu,Kuring teu yakin naon anu kudu dipigawé jeung ieu,su,171,translated:en,i m not sure what to do with this
cingcin-cincin cingcin,cingcin-cincin cingcin,su,155,translated:en,bell rings
kuring teu bade ngidinan anjeun meunang leupas jeung ieu,Kuring teu bade ngidinan Anjeun meunang leupas jeung ieu,su,153,translated:en,i m not going to let you get away with this
oh kuring ningali,Oh kuring ningali,su,143,translated:en,oh i see
transkripsi emily beynon,transkripsi emily beynon,su,133,translated:en,transcript emily beynon
wuih wuih,wuih wuih,su,133,translated:en,woo hoo
i'm kaluar,I'm kaluar,su,132,translated:en,i m out
kuring teu yakin naha kuring ngalakukeun ieu,Kuring teu yakin naha kuring ngalakukeun ieu,su,129,translated:en,i m not sure why i m doing this
grrrrr,grrrrr,su,123,translated:en,grr rr
i'm gonna nyieun hiji,I'm gonna nyieun hiji,su,119,translated:en,i m going to make a
hayu urang,Hayu urang,su,113,translated:en,come on
kuring teu yakin lamun kuring bisa meunangkeun,Kuring teu yakin lamun kuring bisa meunangkeun,su,109,translated:en,i m not sure if i can get the
i'm gonna go on jeung ngalakukeun nu,I'm gonna go on jeung ngalakukeun nu,su,107,translated:en,i m going to go ahead and do that
kuring teu yakin lamun kuring kudu dipaké tameng,Kuring teu yakin lamun kuring kudu dipaké tameng,su,107,translated:en,i m not sure if i should have used the shield
karéta ayeuna pindah ka stasion sentral,karéta ayeuna pindah ka stasion sentral,su,107,translated:en,the train is now moving towards the central station
di dieu urang balik,di dieu urang balik,su,103,translated:en,there we go
hiji avaa,hiji avaa,su,89,translated:en,a avaa
kuring teu yakin lamun anjeun bisa nempo eta tapi kuring teu yakin,Kuring teu yakin lamun anjeun bisa nempo eta tapi kuring teu yakin,su,89,translated:en,i m not sure if you can see it but i m not sure
hayu urang indit,hayu urang indit,su,89,translated:en,let s go
oh enya,oh enya,su,89,translated:en,oh yeah
i m anu,i m anu,su,88,translated:en,i m
kuring teu yakin naon anu kudu dipigawé jeung guy ieu,Kuring teu yakin naon anu kudu dipigawé jeung guy ieu,su,87,translated:en,i m not sure what to do with this guy
kuring bade meunang sababaraha dahareun,Kuring bade meunang sababaraha dahareun,su,81,translated:en,i m going to go get some food
kuring teu yakin naon anu kudu dipigawé di dieu,Kuring teu yakin naon anu kudu dipigawé di dieu,su,81,translated:en,i m not sure what to do here
kuring teu yakin lamun kuring bisa ngalakukeun eta,Kuring teu yakin lamun kuring bisa ngalakukeun eta,su,79,translated:en,i m not sure if i can do it
tungtungna,tungtungna,su,78,translated:en,the end
manuk ngagorowok,manuk ngagorowok,su,75,translated:en,birds chirp
captioning ditutup disadiakeun ku jaringan warta kaisar,captioning ditutup disadiakeun ku jaringan warta kaisar,su,75,translated:en,closed captioning provided by the imperial news network
i'm going to bed i'm going to bed i'm going to go to bed i'm going to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to go to bed i'm going to,I'm going to bed I'm going to bed I'm going to go to bed I'm going to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to go to bed I'm going to,su,75,translated:en,i m going to go to bed
abdi bade nyandak sababaraha cai,Abdi bade nyandak sababaraha cai,su,67,translated:en,i m going to go get some water
oh teu,oh teu,su,66,translated:en,oh no
kuring teu bade ngalakukeun eta,Kuring teu bade ngalakukeun eta,su,65,translated:en,i m not going to do it
hello jeung wilujeng sumping ka episode sejen tina,hello jeung wilujeng sumping ka episode sejen tina,su,63,translated:en,hello and welcome to another episode of the
teu teu,teu teu,su,63,translated:en,noo oo
i gonna coba pikeun meunangkeun,I gonna coba pikeun meunangkeun,su,61,translated:en,i m going to try to get the
ah anjeun,ah anjeun,su,59,translated:en,ah you
wilujeng sumping ka dulur-dulur,wilujeng sumping ka dulur-dulur,su,59,translated:en,hello everyone
kuring teu yakin naon nu hartina,Kuring teu yakin naon nu hartina,su,59,translated:en,i m not sure what that means
aduh sialan,aduh sialan,su,55,translated:en,oh fuck
urang bakal balik geura-giru,Urang bakal balik geura-giru,su,55,translated:en,we ll be right back
di dieu urang balik,di dieu urang balik,su,53,translated:en,here we go
kuring teu yakin lamun kuring bisa ngaliwatan ieu,Kuring teu yakin lamun kuring bisa ngaliwatan ieu,su,53,translated:en,i m not sure if i can get through this
wilujeng sumping di episode séjén tina,Wilujeng sumping di episode séjén tina,su,53,translated:en,welcome to another episode of the
abdi bade ngalakukeun eta deui,Abdi bade ngalakukeun eta deui,su,51,translated:en,i m going to do it again
jadi sampai next time bye buat masa ni,jadi sampai next time bye buat masa ni,su,51,translated:en,so until next time bye for now
wuih wuih,wuih wuih,su,51,translated:en,woo oo
abdi bade ka kamar mandi,Abdi bade ka kamar mandi,su,49,translated:en,i m going to go to the bathroom
kuring teu yakin lamun kuring kudu geus dipaké,Kuring teu yakin lamun kuring kudu geus dipaké,su,47,translated:en,i m not sure if i should have used the
oh allah abdi,Oh Allah abdi,su,47,translated:en,oh god
wilujeng sumping di,wilujeng sumping di,su,47,translated:en,welcome to the
abdi bogoh ka anjeun,Abdi bogoh ka anjeun,su,43,translated:en,i love you
kuring teu bade ngalakukeun nu,Kuring teu bade ngalakukeun nu,su,43,translated:en,i m not going to do that
kuring henteu yakin naha kuring kedah nganggo tameng tapi kuring henteu yakin naha kuring kedah nganggo tameng,Kuring henteu yakin naha kuring kedah nganggo tameng tapi kuring henteu yakin naha kuring kedah nganggo tameng,su,43,translated:en,i m not sure if i should have used the shield but i m not sure if i should have used the shield
transkripsi ku esa tarjamahan ku,transkripsi ku esa tarjamahan ku,su,43,translated:en,transcription by eso translation by
captioning ditutup disadiakeun ku muhsen,captioning ditutup disadiakeun ku muhsen,su,41,translated:en,closed captioning provided by muhsen
abdi bade indit,Abdi bade indit,su,41,translated:en,i m going to go
kuring teu yakin naon atuh éta,Kuring teu yakin naon atuh éta,su,41,translated:en,i m not sure what the hell that was
oh manusa,oh manusa,su,41,translated:en,oh man
di dieu anjeun balik,di dieu anjeun balik,su,41,translated:en,there you go
baa hiji,baa hiji,su,39,translated:en,baa a
halo dulur wilujeng sumping ka saluran abdi,Halo dulur wilujeng sumping ka saluran abdi,su,39,translated:en,hello everyone welcome to my channel
wilujeng sumping babaturan,wilujeng sumping babaturan,su,37,translated:en,hello friends
abdi bade meunang anjeun,Abdi bade meunang anjeun,su,35,translated:en,i m going to get you
abdi bade meunang sababaraha deui,Abdi bade meunang sababaraha deui,su,35,translated:en,i m going to go get some more
i'm gonna go ka sisi séjén,I'm gonna go ka sisi séjén,su,35,translated:en,i m going to go to the other side
kuring teu yakin lamun anjeun bisa nempo ieu tapi kuring teu yakin,Kuring teu yakin lamun anjeun bisa nempo ieu tapi kuring teu yakin,su,35,translated:en,i m not sure if you can see this but i m not sure
oh tuhan ku,oh tuhan ku,su,35,translated:en,oh my gosh
garéja st. paul,Garéja St. Paul,su,35,translated:en,st paul s church
stasiun nyaéta hiji,stasiun nyaéta hiji,su,35,translated:en,the station is a
kuring bade bade maju jeung meunang kantong mah,Kuring bade bade maju jeung meunang kantong mah,su,33,translated:en,i m going to go ahead and get my bag
éta éta,éta éta,su,33,translated:en,that s it
kuring teu yakin lamun kuring kudu ngalakukeun ieu tapi kuring teu yakin,Kuring teu yakin lamun kuring kudu ngalakukeun ieu tapi kuring teu yakin,su,31,translated:en,i m not sure if i should do this but i m not sure
kuring teu yakin lamun kuring kudu geus dipaké flashbang,Kuring teu yakin lamun kuring kudu geus dipaké flashbang,su,31,translated:en,i m not sure if i should have used the flashbang
rr anjeun,RR anjeun,su,31,translated:en,rr you
game ieu dumasar kana game aslina tapi game ieu dumasar kana game aslina,game ieu dumasar kana game aslina tapi game ieu dumasar kana game aslina,su,31,translated:en,the game is based on the original game but the game is based on the original game
i gonna go on jeung meunangkeun,I gonna go on jeung meunangkeun,su,29,translated:en,i m going to go ahead and get the
pagawéan alus,pagawéan alus,su,27,translated:en,good job
kuring bade meunang anjing mah,Kuring bade meunang anjing mah,su,27,translated:en,i m going to go get my dog
i'm gonna make hiji,I'm gonna make hiji,su,27,translated:en,i m going to use a
wilujeng sumping di new york kota new york,Wilujeng sumping di New York Kota New York,su,27,translated:en,welcome to the new york city of new york
beulah kulon,beulah kulon,su,27,translated:en,west yard
naon anu anjeun lakukeun,naon anu anjeun lakukeun,su,27,translated:en,what are you doing
hiji aah,hiji aah,su,25,translated:en,a aah
lonceng nu ngajerit,lonceng nu ngajerit,su,25,translated:en,bells chiming
ku tahu,ku tahu,su,25,translated:en,i know
i'm gonna go on jeung ngajalankeun mesin,I'm gonna go on jeung ngajalankeun mesin,su,25,translated:en,i m going to go ahead and start the engine
i'm gonna go ka hiji saterusna,I'm gonna go ka hiji saterusna,su,25,translated:en,i m going to go to the next one
campurkeun ogé,campurkeun ogé,su,25,translated:en,mix well
nu anjeun,nu anjeun,su,25,translated:en,the you
uh anjeun,uh anjeun,su,25,translated:en,uh you
beulah kulon,beulah kulon,su,25,translated:en,west ville
anu oo,anu oo,su,25,translated:en,who oo
budak nu alus,budak nu alus,su,23,translated:en,good boy
i'm gonna go on jeung ngalakukeun eta,I'm gonna go on jeung ngalakukeun eta,su,23,translated:en,i m going to go ahead and do it
kuring bade nyieun liang di handap tina,Kuring bade nyieun liang di handap tina,su,23,translated:en,i m going to make a hole in the bottom of the
abdi bade nyandak istirahat gancang lajeng sirah deui ka,Abdi bade nyandak istirahat gancang lajeng sirah deui ka,su,23,translated:en,i m going to take a quick break and then head back to the
kuring teu yakin lamun kuring bisa meunangkeun gun,Kuring teu yakin lamun kuring bisa meunangkeun gun,su,23,translated:en,i m not sure if i can get the gun
surat al fatihah,surat al fatihah,su,23,translated:en,surah al fatihah
héhéhéh,Héhéhéh,su,21,translated:en,hoo oo
kuring teu bisa,Kuring teu bisa,su,21,translated:en,i can t
abdi moal ngantep anjeun indit,Abdi moal ngantep anjeun indit,su,21,translated:en,i m not going to let you go
kuring jadi bungah,Kuring jadi bungah,su,21,translated:en,i m so excited
hayu urang tingali,hayu urang tingali,su,21,translated:en,let s see
oh anu,oh anu,su,21,translated:en,oh ho
hatur nuhun pisan,hatur nuhun pisan,su,21,translated:en,thank you very much
game ieu dumasar kana game aslina tapi teu game aslina,game ieu dumasar kana game aslina tapi teu game aslina,su,21,translated:en,the game is based on the original game but it s not the original game
i m hiji,i m hiji,su,20,translated:en,i m a
hai jalma-jalma,Hai jalma-jalma,su,19,translated:en,hi guys
sial nu suci,Sial nu suci,su,19,translated:en,holy shit
kuring gé kudu ngalakukeun ieu deui,Kuring gé kudu ngalakukeun ieu deui,su,19,translated:en,i m going to have to do this again
abdi bade nyieun saeutik,Abdi bade nyieun saeutik,su,19,translated:en,i m going to make a little
kuring gé nyoba meunangkeun pintonan leuwih alus cai,Kuring gé nyoba meunangkeun pintonan leuwih alus cai,su,19,translated:en,i m going to try to get a better view of the water
kuring gé nyoba meunangkeun eta kaluar tina jalan,Kuring gé nyoba meunangkeun eta kaluar tina jalan,su,19,translated:en,i m going to try to get it out of the way
kuring gé nyoba meunang kaluar ti dieu,Kuring gé nyoba meunang kaluar ti dieu,su,19,translated:en,i m going to try to get out of here
kuring teu yakin lamun éta kecap katuhu tapi kuring teu yakin lamun éta kecap katuhu,Kuring teu yakin lamun éta kecap katuhu tapi kuring teu yakin lamun éta kecap katuhu,su,19,translated:en,i m not sure if that s the right word but i m not sure if that s the right word
kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun éta cara pangalusna pikeun ngalakukeunana,Kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun éta cara pangalusna pikeun ngalakukeunana,su,19,translated:en,i m not sure if this is the best way to do it but i m not sure if it s the best way to do it
oh allah abdi,Oh Allah abdi,su,19,translated:en,oh my goodness
sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora,sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora sora,su,19,translated:en,siren blares
karéta ayeuna keur pindah ka stasion,karéta ayeuna keur pindah ka stasion,su,19,translated:en,the train is now moving towards the station
jembatan westminster,jembatan westminster,su,19,translated:en,westminster bridge
a hatur nuhun pikeun ningali,a hatur nuhun pikeun ningali,su,17,translated:en,a thank you for watching
tungtung lebah,tungtung lebah,su,17,translated:en,bee end
kuring teu nyaho naon anu kudu dipigawé,Kuring teu nyaho naon anu kudu dipigawé,su,17,translated:en,i don t know what to do
kuring meunang eta,Kuring meunang eta,su,17,translated:en,i got it
abdi bade nginum gelas cai,Abdi bade nginum gelas cai,su,17,translated:en,i m going to drink a glass of water
i'm imah,I'm imah,su,17,translated:en,i m home
i m teu,i m teu,su,17,translated:en,i m not
kuring teu yakin,Kuring teu yakin,su,17,translated:en,i m not sure
kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun ieu téh cara pangalusna,Kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun ieu téh cara pangalusna,su,17,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way
kuring teu yakin lamun ieu téh cara nu bener pikeun ngalakukeun eta tapi kuring teu yakin lamun ieu téh cara nu bener,Kuring teu yakin lamun ieu téh cara nu bener pikeun ngalakukeun eta tapi kuring teu yakin lamun ieu téh cara nu bener,su,17,translated:en,i m not sure if this is the right way to do it but i m not sure if this is the right way
shh anjeun,Shh anjeun,su,17,translated:en,shh you
sss anjeun,Sss anjeun,su,17,translated:en,ss you
ditarjamahkeun ku eso ditarjamahkeun ku,ditarjamahkeun ku eso ditarjamahkeun ku,su,17,translated:en,transcribed by eso translated by
euh euh euh,euh euh euh,su,17,translated:en,uh huh
wilujeng sumping di new york kota new york kota,Wilujeng sumping di New York Kota New York Kota,su,17,translated:en,welcome to the new york city of new york city
naon anu lumangsung,Naon anu lumangsung,su,17,translated:en,what s up
jeung,jeung,su,16,translated:en,and the
captions ku nicosubs,captions ku nicosubs,su,15,translated:en,captions by nicosubs
datang ka dieu,datang ka dieu,su,15,translated:en,come here
hiji tungtung,hiji tungtung,su,15,translated:en,ee end
fans ngagorowok,fans ngagorowok,su,15,translated:en,fans roar
seuneu dina liang,seuneu dina liang,su,15,translated:en,fire in the hole
gadis nu alus,gadis nu alus,su,15,translated:en,good girl
meunang manéhna,meunang manéhna,su,15,translated:en,got him
i gonna go on jeung dimimitian ngarekam,I gonna go on jeung dimimitian ngarekam,su,15,translated:en,i m going to go ahead and start the recording
i'm gonna make a hole in the bottom of the hole i'm gonna make a hole in the bottom of the hole i'm gonna make a hole in the bottom of the hole i'm going to make a hole in the bottom of the hole,I'm gonna make a hole in the bottom of the hole I'm gonna make a hole in the bottom of the hole I'm gonna make a hole in the bottom of the hole I'm going to make a hole in the bottom of the hole,su,15,translated:en,i m going to make a hole in the bottom of the hole
i'm gonna make a sauce,I'm gonna make a sauce,su,15,translated:en,i m going to make a sauce
kuring gé nyoba dahar eta jeung leungeun mah,Kuring gé nyoba dahar eta jeung leungeun mah,su,15,translated:en,i m going to try to eat it with my hands
abdi sanes robot,Abdi sanes robot,su,15,translated:en,i m not a robot
kuring teu bade ngalakukeun eta deui,Kuring teu bade ngalakukeun eta deui,su,15,translated:en,i m not going to do it again
kuring teu yakin lamun kuring bisa meunangkeun konci pikeun dada,Kuring teu yakin lamun kuring bisa meunangkeun konci pikeun dada,su,15,translated:en,i m not sure if i can get the key to the chest
kuring teu yakin lamun kuring keur lakukeun eta bener atawa teu,Kuring teu yakin lamun kuring keur lakukeun eta bener atawa teu,su,15,translated:en,i m not sure if i m doing it right or not
kuring teu yakin lamun kuring bakal bisa ngalakukeun eta,Kuring teu yakin lamun kuring bakal bisa ngalakukeun eta,su,15,translated:en,i m not sure if i m going to be able to do it
kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana,Kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana tapi kuring teu yakin lamun ieu téh cara pangalusna pikeun ngalakukeunana,su,15,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way to do it
kuring teu yakin lamun anjeun bisa nempo titik beureum dina layar,Kuring teu yakin lamun anjeun bisa nempo titik beureum dina layar,su,15,translated:en,i m not sure if you can see the red dot on the screen
kuring teu yakin naon anu kuring lakukeun,Kuring teu yakin naon anu kuring lakukeun,su,15,translated:en,i m not sure what i m doing
kuring teu yakin naon anu kuring lakukeun di dieu kuring ngan bade neruskeun,Kuring teu yakin naon anu kuring lakukeun di dieu Kuring ngan bade neruskeun,su,15,translated:en,i m not sure what i m doing here i m just going to keep going
kuring teu yakin naon éta,Kuring teu yakin naon éta,su,15,translated:en,i m not sure what that is
kuring teu yakin naha kuring ngalakukeun ieu tapi kuring teu yakin,Kuring teu yakin naha kuring ngalakukeun ieu tapi kuring teu yakin,su,15,translated:en,i m not sure why i m doing this but i m not sure
abdi jadi hapunten,Abdi jadi hapunten,su,15,translated:en,i m so sorry
tingali ieu,Tingali ieu,su,15,translated:en,look at that
aduh aduh,aduh aduh,su,15,translated:en,oo ooh
kami bakal ningali anjeun waktos salajengna,Kami bakal ningali anjeun waktos salajengna,su,15,translated:en,we ll see you next time
wilujeng sumping di saluran abdi,wilujeng sumping di saluran abdi,su,15,translated:en,welcome to my channel
naon sialan,Naon sialan,su,15,translated:en,what the fuck
hiji dua tilu,hiji dua tilu,su,14,translated:en,one two three
a aah anjeun,a aah anjeun,su,13,translated:en,a aah you
beulah,beulah,su,13,translated:en,arr rr
meunangkeun manéhna,meunangkeun manéhna,su,13,translated:en,get him
wilujeng peuting,Wilujeng peuting,su,13,translated:en,good night
hé guys,hé guys,su,13,translated:en,hey guys
hai guys wilujeng sumping deui kana saluran kuring,Hai guys wilujeng sumping deui kana saluran kuring,su,13,translated:en,hi guys welcome back to my channel
abdi hiji lalaki,Abdi hiji lalaki,su,13,translated:en,i m a man
kuring bade maju jeung mareuman eta kaluar,Kuring bade maju jeung mareuman eta kaluar,su,13,translated:en,i m going to go ahead and turn it off
abdi bade ka pantai,Abdi bade ka pantai,su,13,translated:en,i m going to go to the beach
i'm gonna go ka katuhu,I'm gonna go ka katuhu,su,13,translated:en,i m going to go to the right
abdi bade nyieun liang di handap pot,Abdi bade nyieun liang di handap pot,su,13,translated:en,i m going to make a hole in the bottom of the pot
abdi bade ngawangun imah anyar,Abdi bade ngawangun imah anyar,su,13,translated:en,i m going to make a new house
abdi bade nyieun hiji anyar,Abdi bade nyieun hiji anyar,su,13,translated:en,i m going to make a new one
abdi bade nyandak poto tina,Abdi bade nyandak poto tina,su,13,translated:en,i m going to take a picture of the
kuring gé nyoba pikeun meunangkeun eta,Kuring gé nyoba pikeun meunangkeun eta,su,13,translated:en,i m going to try to get it
abdi sanes monster,Abdi sanes monster,su,13,translated:en,i m not a monster
kuring teu yakin lamun kuring bisa meunangkeun headshot,Kuring teu yakin lamun kuring bisa meunangkeun headshot,su,13,translated:en,i m not sure if i can get the headshot
kuring teu yakin lamun kuring bisa meunang pedang,Kuring teu yakin lamun kuring bisa meunang pedang,su,13,translated:en,i m not sure if i can get the sword
kuring teu yakin naon anu kudu dipigawé,Kuring teu yakin naon anu kudu dipigawé,su,13,translated:en,i m not sure what to do
dina ta da,dina ta da,su,13,translated:en,ta da
nu alus,nu alus,su,13,translated:en,that s good
kota mangrupa kota,kota mangrupa kota,su,13,translated:en,the city is a city of
kota london,kota London,su,13,translated:en,the city of london
kota san fransisco,kota San Fransisco,su,13,translated:en,the city of san francisco
boss kahiji mangrupakeun boss penting pisan éta hiji boss penting pisan,boss kahiji mangrupakeun boss penting pisan éta hiji boss penting pisan,su,13,translated:en,the first boss is a very important boss it s a very important boss
tahap kahiji téh saeutik leuwih hésé tapi teu teuing goréng,tahap kahiji téh saeutik leuwih hésé tapi teu teuing goréng,su,13,translated:en,the first stage is a bit more difficult but it s not too bad
uh oh oh,uh oh oh,su,13,translated:en,uh oh
tack så mycket.,Tack så mycket.,sv,31353,translated:en,thank you
tack för att ni tittade.,Tack för att ni tittade.,sv,25053,translated:en,thanks for watching
tack för att ni tittade.,Tack för att ni tittade.,sv,6264,translated:en,thank you for watching
jag vet inte vad jag gör här.,Jag vet inte vad jag gör här.,sv,1317,translated:en,i m not sure what i m doing here
undertexter av amara org-gemenskapen,Undertexter av amara org-gemenskapen,sv,1122,translated:en,subtitles by the amara org community
jag är ledsen.,Jag är ledsen.,sv,940,translated:en,i m sorry
"åh, gud!","Åh, gud!",sv,837,translated:en,oh my god
"- ja, det är okej.","- Ja, det är okej.",sv,402,translated:en,all right
jag vet inte.,Jag vet inte.,sv,311,translated:en,i don t know
"åh, skit.","Åh, skit.",sv,237,translated:en,oh shit
jag vet inte om jag kan göra det här.,Jag vet inte om jag kan göra det här.,sv,227,translated:en,i m not sure if i can do this
gerrardgatan,Gerrardgatan,sv,203,translated:en,gerrard street
jag är inte säker på om jag ska göra det här men,Jag är inte säker på om jag ska göra det här men,sv,199,translated:en,i m not sure if i should be doing this but
jag vet inte vad jag ska göra med det här.,Jag vet inte vad jag ska göra med det här.,sv,171,translated:en,i m not sure what to do with this
klockringar,Klockringar,sv,155,translated:en,bell rings
jag tänker inte låta dig komma undan med det här.,Jag tänker inte låta dig komma undan med det här.,sv,153,translated:en,i m not going to let you get away with this
"åh, jag förstår.","Åh, jag förstår.",sv,143,translated:en,oh i see
transkription emily baynon,Transkription Emily Baynon,sv,133,translated:en,transcript emily beynon
vad är det?,Vad är det?,sv,133,translated:en,woo hoo
jag är ute.,Jag är ute.,sv,132,translated:en,i m out
jag vet inte varför jag gör det här.,Jag vet inte varför jag gör det här.,sv,129,translated:en,i m not sure why i m doing this
grrrr,Grrrr,sv,123,translated:en,grr rr
jag ska göra en,Jag ska göra en,sv,119,translated:en,i m going to make a
kom igen.,Kom igen.,sv,113,translated:en,come on
jag är inte säker på om jag kan få den,Jag är inte säker på om jag kan få den,sv,109,translated:en,i m not sure if i can get the
jag ska göra det.,Jag ska göra det.,sv,107,translated:en,i m going to go ahead and do that
jag är inte säker på om jag skulle ha använt skölden.,Jag är inte säker på om jag skulle ha använt skölden.,sv,107,translated:en,i m not sure if i should have used the shield
tåget rör sig nu mot centralstationen.,Tåget rör sig nu mot centralstationen.,sv,107,translated:en,the train is now moving towards the central station
där är vi.,Där är vi.,sv,103,translated:en,there we go
en avaa,en avaa,sv,89,translated:en,a avaa
jag är inte säker på om du kan se det men jag är inte säker,Jag är inte säker på om du kan se det men jag är inte säker,sv,89,translated:en,i m not sure if you can see it but i m not sure
låt oss gå.,Låt oss gå.,sv,89,translated:en,let s go
"åh, ja.","Åh, ja.",sv,89,translated:en,oh yeah
jag vet inte vad jag ska göra med honom.,Jag vet inte vad jag ska göra med honom.,sv,87,translated:en,i m not sure what to do with this guy
jag ska hämta lite mat.,Jag ska hämta lite mat.,sv,81,translated:en,i m going to go get some food
jag vet inte vad jag ska göra här.,Jag vet inte vad jag ska göra här.,sv,81,translated:en,i m not sure what to do here
jag vet inte om jag kan göra det.,Jag vet inte om jag kan göra det.,sv,79,translated:en,i m not sure if i can do it
slutet,Slutet,sv,78,translated:en,the end
fjäderfåglar,fjäderfåglar,sv,75,translated:en,birds chirp
av det kejserliga nyhetsnätverket,av det kejserliga nyhetsnätverket,sv,75,translated:en,closed captioning provided by the imperial news network
jag ska gå och lägga mig.,Jag ska gå och lägga mig.,sv,75,translated:en,i m going to go to bed
jag ska hämta lite vatten.,Jag ska hämta lite vatten.,sv,67,translated:en,i m going to go get some water
subtitler av steamteamextra,Subtitler av steamteamextra,sv,67,translated:en,subtitles by steamteamextra
åh nej,Åh nej,sv,66,translated:en,oh no
jag tänker inte göra det.,Jag tänker inte göra det.,sv,65,translated:en,i m not going to do it
hej och välkommen till ett annat avsnitt av,Hej och välkommen till ett annat avsnitt av,sv,63,translated:en,hello and welcome to another episode of the
"nej, nej.","Nej, nej.",sv,63,translated:en,noo oo
jag ska försöka få den,Jag ska försöka få den,sv,61,translated:en,i m going to try to get the
"åh, du.","Åh, du.",sv,59,translated:en,ah you
hej alla.,Hej alla.,sv,59,translated:en,hello everyone
jag vet inte vad det betyder.,Jag vet inte vad det betyder.,sv,59,translated:en,i m not sure what that means
